5.9693843E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.5587834E+00	4.1016462E+00	25
6.2081596E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.3024369E+00	3.9987123E+00	26
6.4469350E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	1.0644274E+00	3.8994087E+00	27
6.6857104E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	8.4344617E-01	3.8031725E+00	28
6.9244857E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	6.3656419E-01	3.7093895E+00	29
7.1632611E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3702890E-01	3.6171117E+00	30
7.4020365E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	2.3965679E-01	3.5256349E+00	31
7.6408119E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9677688E-02	3.4340827E+00	32
7.8795872E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.7282812E-01	3.3419331E+00	33
8.1183626E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-4.0708383E-01	3.2486784E+00	34
8.3571380E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-6.8037761E-01	3.1561097E+00	35
8.5959133E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-9.9929361E-01	3.0645800E+00	36
8.8346887E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.3205253E+00	2.9729926E+00	37
9.0734641E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.6232988E+00	2.8807051E+00	38
9.3122394E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.8843681E+00	2.7869694E+00	39
9.5510148E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.0862301E+00	2.6910309E+00	40
9.7897902E+01	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.1639982E+00	2.5919656E+00	41
1.0028566E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.1758412E+00	2.4893236E+00	42
1.0267341E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.1553038E+00	2.3839172E+00	43
1.0506116E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.1029095E+00	2.2759238E+00	44
1.0744892E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-2.0184034E+00	2.1654667E+00	45
1.0983667E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.8967432E+00	2.0526251E+00	46
1.1222442E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.7243258E+00	1.9377533E+00	47
1.1461218E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.5081251E+00	1.8196630E+00	48
1.1699983E+02	0.0000000E+00	0.0000000E+00	0.0000000E+00	-1.2423877E+00	5.0000000E-01	49
